scaffold position Cposition windSize exonL exonP geneN
Herato0606 1175000.0 6000252.0 50000 12380 0.2476 7
Herato0606 1225000.0 6050252.0 50000 6870 0.1374 4
Herato0606 1275000.0 6100252.0 50000 6914 0.13828 3
Herato0606 1325000.0 6150252.0 50000 3657 0.07314 1
Herato0606 1375000.0 6200252.0 50000 0 0 0
Herato0606 1425000.0 6250252.0 50000 0 0 0
Herato0606 1475000.0 6300252.0 50000 0 0 0
Herato0606 1525000.0 6350252.0 50000 3450 0.069 1
Herato0606 1575000.0 6400252.0 50000 1043 0.02086 1
Herato0606 1625000.0 6450252.0 50000 957 0.01914 1
Herato0606 1675000.0 6500252.0 50000 1640 0.0328 1
Herato0606 1725000.0 6550252.0 50000 1743 0.03486 1
Herato0606 1775000.0 6600252.0 50000 82 0.00164 0
Herato0606 1825000.0 6650252.0 50000 1681 0.03362 0
Herato0606 1875000.0 6700252.0 50000 3750 0.075 4
Herato0606 1925000.0 6750252.0 50000 4180 0.0836 3
Herato0606 1975000.0 6800252.0 50000 722 0.01444 0
Herato0606 2025000.0 6850252.0 50000 3460 0.0692 3
Herato0606 2075000.0 6900252.0 50000 1674 0.03348 1
Herato0606 2125000.0 6950252.0 50000 726 0.01452 1
Herato0606 2175000.0 7000252.0 50000 1298 0.02596 1
Herato0606 2225000.0 7050252.0 50000 14749 0.29498 3
Herato0606 2275000.0 7100252.0 50000 2699 0.05398 1
Herato0606 2325000.0 7150252.0 50000 3462 0.06924 2
Herato0606 2375000.0 7200252.0 50000 7789 0.15578 2
Herato0606 2425000.0 7250252.0 50000 3943 0.07886 3
Herato0606 2475000.0 7300252.0 50000 250 0.005 1
Herato0606 2525000.0 7350252.0 50000 8590 0.1718 0
Herato0606 2575000.0 7400252.0 50000 0 0.0 1
Herato0606 2625000.0 7450252.0 50000 4146 0.08292 1
Herato0606 2675000.0 7500252.0 50000 0 0 0
Herato0606 2725000.0 7550252.0 50000 421 0.00842 1
Herato0606 2775000.0 7600252.0 50000 0 0 0
Herato0606 2825000.0 7650252.0 50000 9204 0.18408 4
Herato0606 2875000.0 7700252.0 50000 4961 0.09922 4
Herato0606 2925000.0 7750252.0 50000 2943 0.05886 2
Herato0606 2975000.0 7800252.0 50000 3567 0.07134 2
Herato0606 3025000.0 7850252.0 50000 5210 0.1042 2
Herato0606 3075000.0 7900252.0 50000 8035 0.1607 4
Herato0606 3125000.0 7950252.0 50000 0 0 0
Herato0606 3175000.0 8000252.0 50000 1576 0.03152 1
Herato0606 3225000.0 8050252.0 50000 2536 0.05072 2
Herato0606 3275000.0 8100252.0 50000 0 0 0
Herato0606 3325000.0 8150252.0 50000 297 0.00594 1
Herato0606 3375000.0 8200252.0 50000 0 0 0
Herato0606 3425000.0 8250252.0 50000 3353 0.06706 1
Herato0606 3475000.0 8300252.0 50000 2000 0.04 2
Herato0606 3525000.0 8350252.0 50000 2961 0.05922 2
Herato0606 3575000.0 8400252.0 50000 1132 0.02264 1
Herato0606 3625000.0 8450252.0 50000 2543 0.05086 1
Herato0606 3675000.0 8500252.0 50000 412 0.00824 2
Herato0606 3725000.0 8550252.0 50000 12824 0.25648 2
Herato0606 3775000.0 8600252.0 50000 10508 0.21016 3
Herato0606 3825000.0 8650252.0 50000 6290 0.1258 1
Herato0606 3875000.0 8700252.0 50000 239 0.00478 2
Herato0606 3925000.0 8750252.0 50000 1885 0.0377 2
Herato0606 3975000.0 8800252.0 50000 0 0 0
Herato0606 4025000.0 8850252.0 50000 0 0 0
Herato0606 4075000.0 8900252.0 50000 756 0.01512 1
Herato0606 4125000.0 8950252.0 50000 9186 0.18372 4
Herato0606 4175000.0 9000252.0 50000 6799 0.13598 2
Herato0606 4225000.0 9050252.0 50000 836 0.01672 2
Herato0606 4275000.0 9100252.0 50000 2050 0.041 0
Herato0606 4325000.0 9150252.0 50000 1171 0.02342 0
Herato0606 4375000.0 9200252.0 50000 8522 0.17044 6
Herato0606 4425000.0 9250252.0 50000 11173 0.22346 3
Herato0606 4475000.0 9300252.0 50000 4018 0.08036 1
Herato0606 4525000.0 9350252.0 50000 3777 0.07554 1
Herato0606 4575000.0 9400252.0 50000 2291 0.04582 1
Herato0606 4625000.0 9450252.0 50000 6892 0.13784 5
Herato0606 4675000.0 9500252.0 50000 0 0 0
Herato0606 4725000.0 9550252.0 50000 0 0 0
Herato0606 4775000.0 9600252.0 50000 0 0 0
Herato0606 4825000.0 9650252.0 50000 0 0 0
Herato0606 4875000.0 9700252.0 50000 2585 0.0517 1
Herato0606 4925000.0 9750252.0 50000 1938 0.03876 1
Herato0606 4975000.0 9800252.0 50000 6546 0.13092 2
Herato0606 5025000.0 9850252.0 50000 6987 0.13974 5
Herato0606 5075000.0 9900252.0 50000 6514 0.13028 3
Herato0606 5125000.0 9950252.0 50000 1204 0.02408 2
Herato0606 5175000.0 10000252.0 50000 1059 0.02118 3
Herato0606 5225000.0 10050252.0 50000 7197 0.14394 4
Herato0606 5275000.0 10100252.0 50000 6353 0.12706 4
Herato0606 5325000.0 10150252.0 50000 6441 0.12882 4
Herato0606 5375000.0 10200252.0 50000 5874 0.11748 3
Herato0606 5425000.0 10250252.0 50000 6471 0.12942 2
Herato0606 5475000.0 10300252.0 50000 3325 0.0665 0
Herato0606 5525000.0 10350252.0 50000 16392 0.32784 5
Herato0606 5575000.0 10400252.0 50000 3456 0.06912 2
Herato0606 5625000.0 10450252.0 50000 1922 0.03844 1
Herato0606 5675000.0 10500252.0 50000 2636 0.05272 3
Herato0606 5725000.0 10550252.0 50000 4245 0.0849 2
Herato0606 5775000.0 10600252.0 50000 5685 0.1137 2
Herato0606 5825000.0 10650252.0 50000 5126 0.10252 4
Herato0606 5875000.0 10700252.0 50000 5382 0.10764 1
Herato0606 5925000.0 10750252.0 50000 4146 0.08292 0
Herato0606 5975000.0 10800252.0 50000 6676 0.13352 3
Herato0606 6025000.0 10850252.0 50000 2233 0.04466 2
Herato0606 6075000.0 10900252.0 50000 11409 0.22818 5
Herato0606 6125000.0 10950252.0 50000 8270 0.1654 2
Herato0606 6175000.0 11000252.0 50000 5099 0.10198 1
Herato0606 6225000.0 11050252.0 50000 0 0 0
Herato0606 6275000.0 11100252.0 50000 6276 0.12552 2
Herato0606 6325000.0 11150252.0 50000 12319 0.24638 2
Herato0606 6375000.0 11200252.0 50000 5043 0.10086 4
Herato0606 6425000.0 11250252.0 50000 18312 0.36624 5
Herato0606 6475000.0 11300252.0 50000 6733 0.13466 3
Herato0606 6525000.0 11350252.0 50000 3269 0.06538 2
Herato0606 6575000.0 11400252.0 50000 836 0.01672 2
Herato0606 6625000.0 11450252.0 50000 1364 0.02728 0
Herato0606 6675000.0 11500252.0 50000 0 0 0
Herato0606 6725000.0 11550252.0 50000 0 0 0
Herato0606 6775000.0 11600252.0 50000 0 0 0
Herato0606 6825000.0 11650252.0 50000 1971 0.03942 2
Herato0606 6875000.0 11700252.0 50000 161 0.00322 1
Herato0606 6925000.0 11750252.0 50000 1260 0.0252 0
Herato0606 6975000.0 11800252.0 50000 122 0.00244 1
Herato0606 7025000.0 11850252.0 50000 2185 0.0437 1
Herato0606 7075000.0 11900252.0 50000 2248 0.04496 3
Herato0606 7125000.0 11950252.0 50000 4510 0.0902 3
Herato0606 7175000.0 12000252.0 50000 5463 0.10926 2
Herato0606 7225000.0 12050252.0 50000 1108 0.02216 1
Herato0606 7275000.0 12100252.0 50000 2385 0.0477 3
Herato0606 7325000.0 12150252.0 50000 1832 0.03664 1
Herato0606 7375000.0 12200252.0 50000 2824 0.05648 2
Herato0606 7425000.0 12250252.0 50000 6769 0.13538 2
Herato0606 7475000.0 12300252.0 50000 365 0.0073 1
Herato0606 7525000.0 12350252.0 50000 1528 0.03056 0
Herato0606 7575000.0 12400252.0 50000 7685 0.1537 2
Herato0606 7625000.0 12450252.0 50000 3097 0.06194 1
Herato0606 7675000.0 12500252.0 50000 392 0.00784 1
Herato0606 7725000.0 12550252.0 50000 0 0 0
Herato0606 7775000.0 12600252.0 50000 0 0 0
Herato0606 7825000.0 12650252.0 50000 1337 0.02674 1
Herato0606 7875000.0 12700252.0 50000 69 0.00138 0
Herato0606 7925000.0 12750252.0 50000 0 0 0
Herato0606 7975000.0 12800252.0 50000 0 0 0
Herato0606 8025000.0 12850252.0 50000 1738 0.03476 1
Herato0606 8075000.0 12900252.0 50000 194 0.00388 0
Herato0606 8125000.0 12950252.0 50000 649 0.01298 1
Herato0606 8175000.0 13000252.0 50000 2187 0.04374 2
Herato0606 8225000.0 13050252.0 50000 224 0.00448 0
Herato0606 8275000.0 13100252.0 50000 2560 0.0512 1
Herato0606 8325000.0 13150252.0 50000 231 0.00462 0
Herato0606 8375000.0 13200252.0 50000 409 0.00818 0
Herato0606 8425000.0 13250252.0 50000 0 0 0
Herato0606 8475000.0 13300252.0 50000 0 0 0
Herato0606 8525000.0 13350252.0 50000 70 0.0014 1
Herato0606 8575000.0 13400252.0 50000 192 0.00384 0
Herato0606 8625000.0 13450252.0 50000 3402 0.06804 1
Herato0606 8675000.0 13500252.0 50000 5407 0.10814 2
Herato0606 8725000.0 13550252.0 50000 1098 0.02196 0
Herato0606 8775000.0 13600252.0 50000 1400 0.028 2
Herato0606 8825000.0 13650252.0 50000 8169 0.16338 4
Herato0606 8875000.0 13700252.0 50000 9228 0.18456 3
Herato0606 8925000.0 13750252.0 50000 1812 0.03624 2
Herato0606 8975000.0 13800252.0 50000 10376 0.20752 3
Herato0606 9025000.0 13850252.0 50000 6903 0.13806 3
Herato0606 9075000.0 13900252.0 50000 2372 0.04744 2
Herato0606 9125000.0 13950252.0 50000 3439 0.06878 2
Herato0606 9175000.0 14000252.0 50000 12141 0.24282 5
Herato0606 9225000.0 14050252.0 50000 9331 0.18662 3
Herato0606 9275000.0 14100252.0 50000 686 0.01372 1
Herato0606 9325000.0 14150252.0 50000 470 0.0094 1
Herato0606 9375000.0 14200252.0 50000 0 0 0
Herato0606 9425000.0 14250252.0 50000 523 0.01046 1
Herato0606 9475000.0 14300252.0 50000 0 0 0
Herato0606 9525000.0 14350252.0 50000 0 0 0
Herato0606 9575000.0 14400252.0 50000 0 0 0
Herato0606 9625000.0 14450252.0 50000 0 0 0
Herato0606 9675000.0 14500252.0 50000 996 0.01992 1
Herato0606 9725000.0 14550252.0 50000 578 0.01156 1
Herato0606 9775000.0 14600252.0 50000 297 0.00594 1
Herato0606 9825000.0 14650252.0 50000 948 0.01896 2
Herato0606 9875000.0 14700252.0 50000 10128 0.20256 4
Herato0606 9925000.0 14750252.0 50000 5064 0.10128 1
Herato0606 9975000.0 14800252.0 50000 0 0 0
Herato0606 10025000.0 14850252.0 50000 1727 0.03454 1
Herato0606 10075000.0 14900252.0 50000 182 0.00364 0
Herato0606 10125000.0 14950252.0 50000 1719 0.03438 1
Herato0606 10175000.0 15000252.0 50000 403 0.00806 1
Herato0606 10225000.0 15050252.0 50000 6890 0.1378 4
Herato0606 10275000.0 15100252.0 50000 9099 0.18198 4
Herato0606 10325000.0 15150252.0 50000 7576 0.15152 4
Herato0606 10375000.0 15200252.0 50000 10634 0.21268 2
Herato0606 10425000.0 15250252.0 50000 7694 0.15388 4
Herato0606 10475000.0 15300252.0 50000 2340 0.0468 0
Herato0606 10525000.0 15350252.0 50000 6517 0.13034 6
Herato0606 10575000.0 15400252.0 50000 6123 0.12246 1
Herato0606 10625000.0 15450252.0 50000 8050 0.161 5
Herato0606 10675000.0 15500252.0 50000 10438 0.20876 5
Herato0606 10725000.0 15550252.0 50000 3820 0.0764 1
Herato0606 10775000.0 15600252.0 50000 11776 0.23552 5
Herato0606 10825000.0 15650252.0 50000 9036 0.18072 4
Herato0606 10875000.0 15700252.0 50000 4780 0.0956 3
Herato0606 10925000.0 15750252.0 50000 6935 0.1387 3
Herato0606 10975000.0 15800252.0 50000 9030 0.1806 4
Herato0606 11025000.0 15850252.0 50000 6730 0.1346 3
Herato0606 11075000.0 15900252.0 50000 6086 0.12172 11
Herato0606 11125000.0 15950252.0 50000 3858 0.07716 6
Herato0606 11175000.0 16000252.0 50000 11663 0.23326 5
Herato0606 11225000.0 16050252.0 50000 8238 0.16476 3
Herato0606 11275000.0 16100252.0 50000 7804 0.15608 3
Herato0606 11325000.0 16150252.0 50000 1776 0.03552 1
Herato0606 11375000.0 16200252.0 50000 2879 0.05758 0
Herato0606 11425000.0 16250252.0 50000 9207 0.18414 5
Herato0606 11475000.0 16300252.0 50000 3470 0.0694 4
Herato0606 11525000.0 16350252.0 50000 5938 0.11876 1
Herato0606 11575000.0 16400252.0 50000 8696 0.17392 5
Herato0606 11625000.0 16450252.0 50000 7339 0.14678 2
Herato0606 11675000.0 16500252.0 50000 5936 0.11872 4
Herato0606 11725000.0 16550252.0 50000 3502 0.07004 3
Herato0606 11775000.0 16600252.0 50000 6055 0.1211 4
Herato0606 11825000.0 16650252.0 50000 6521 0.13042 3
Herato0606 11875000.0 16700252.0 50000 7739 0.15478 4
Herato0606 11925000.0 16750252.0 50000 8574 0.17148 1
Herato0606 11975000.0 16800252.0 50000 4296 0.08592 3
Herato0606 12025000.0 16850252.0 50000 2553 0.05106 0
Herato0606 12075000.0 16900252.0 50000 4491 0.08982 3
Herato0606 12125000.0 16950252.0 50000 5527 0.11054 3
Herato0606 12175000.0 17000252.0 50000 11122 0.22244 4
Herato0606 12225000.0 17050252.0 50000 4532 0.09064 4
Herato0606 12275000.0 17100252.0 50000 2430 0.0486 0
Herato0606 12325000.0 17150252.0 50000 6943 0.13886 6
Herato0606 12375000.0 17200252.0 50000 7853 0.15706 5
Herato0606 12425000.0 17250252.0 50000 9957 0.19914 4
Herato0606 12475000.0 17300252.0 50000 695 0.0139 0
Herato0606 12525000.0 17350252.0 50000 7354 0.14708 3
Herato0606 12575000.0 17400252.0 50000 4433 0.08866 2
Herato0606 12625000.0 17450252.0 50000 9185 0.1837 3
Herato0606 12675000.0 17500252.0 50000 1214 0.02428 1
Herato0606 12725000.0 17550252.0 50000 5646 0.11292 1
Herato0606 12775000.0 17600252.0 50000 5747 0.11494 4
Herato0606 12825000.0 17650252.0 50000 6671 0.13342 2
Herato0606 12875000.0 17700252.0 50000 7825 0.1565 3
Herato0606 12925000.0 17750252.0 50000 2874 0.05748 4
Herato0606 12975000.0 17800252.0 50000 4695 0.0939 3
Herato0606 13025000.0 17850252.0 50000 4530 0.0906 5
Herato0607 25000.0 17896102.0 36342 840 0.0231137526828 4
Herato0608 25000.0 17939274.0 50000 5941 0.11882 10
Herato0609 25000.0 17989613.0 50000 9904 0.19808 5
Herato0609 75000.0 18039613.0 50000 7610 0.1522 4
Herato0609 125000.0 18089613.0 50000 7700 0.154 6
Herato0609 175000.0 18139613.0 50000 6663 0.13326 4
Herato0609 225000.0 18189613.0 50000 9563 0.19126 4
Herato0609 275000.0 18239613.0 50000 10956 0.21912 4
Herato0609 325000.0 18289613.0 50000 6505 0.1301 5
Herato0609 375000.0 18339613.0 50000 970 0.0194 1
Herato0609 425000.0 18389613.0 50000 6768 0.13536 4
Herato0609 475000.0 18439613.0 50000 8614 0.17228 2
Herato0609 525000.0 18489613.0 50000 6594 0.13188 4
Herato0609 575000.0 18539613.0 50000 1989 0.03978 2
Herato0609 625000.0 18589613.0 50000 1542 0.03084 4
Herato0609 675000.0 18639613.0 50000 6627 0.13254 4
Herato0609 725000.0 18689613.0 50000 8081 0.16162 3
Herato0609 775000.0 18739613.0 50000 499 0.00998 0
Herato0609 825000.0 18789613.0 50000 1027 0.02054 1
Herato0609 875000.0 18839613.0 50000 195 0.0039 1
Herato0609 925000.0 18889613.0 50000 2759 0.05518 1
Herato0609 975000.0 18939613.0 50000 6322 0.12644 3
Herato0609 1025000.0 18989613.0 50000 10400 0.208 5
Herato0609 1075000.0 19039613.0 50000 17738 0.35476 4
Herato0609 1125000.0 19089613.0 50000 9423 0.18846 5
Herato0609 1175000.0 19139613.0 50000 1183 0.02366 3
Herato0609 1225000.0 19189613.0 50000 7880 0.1576 2
Herato0609 1275000.0 19239613.0 50000 5270 0.1054 2
Herato0609 1325000.0 19289613.0 50000 8410 0.1682 3
Herato0609 1375000.0 19339613.0 50000 931 0.01862 3
Herato0609 1425000.0 19389613.0 50000 3760 0.0752 3
Herato0609 1475000.0 19421989.0 14752 1475 0.0999864425163 1
Herato0701 25000.0 25000.0 50000 0 0.0 0
Herato0701 75000.0 75000.0 50000 1879 0.03758 1
Herato0701 125000.0 125000.0 50000 6883 0.13766 3
Herato0701 175000.0 175000.0 50000 5505 0.1101 5
Herato0701 225000.0 225000.0 50000 7618 0.15236 2
Herato0701 275000.0 275000.0 50000 1527 0.03054 2
Herato0701 325000.0 325000.0 50000 0 0 0
Herato0701 375000.0 375000.0 50000 4676 0.09352 1
Herato0701 425000.0 425000.0 50000 8698 0.17396 1
Herato0701 475000.0 475000.0 50000 2245 0.0449 1
Herato0701 525000.0 525000.0 50000 9715 0.1943 5
Herato0701 575000.0 575000.0 50000 7503 0.15006 1
Herato0701 625000.0 625000.0 50000 6534 0.13068 2
Herato0701 675000.0 675000.0 50000 1034 0.02068 0
Herato0701 725000.0 725000.0 50000 1366 0.02732 2
Herato0701 775000.0 775000.0 50000 7539 0.15078 5
Herato0701 825000.0 825000.0 50000 4093 0.08186 2
Herato0701 875000.0 875000.0 50000 7754 0.15508 1
Herato0701 925000.0 925000.0 50000 5326 0.10652 3
Herato0701 975000.0 975000.0 50000 1947 0.03894 1
Herato0701 1025000.0 1025000.0 50000 3668 0.07336 1
Herato0701 1075000.0 1075000.0 50000 1232 0.02464 1
Herato0701 1125000.0 1125000.0 50000 3141 0.06282 2
Herato0701 1175000.0 1175000.0 50000 949 0.01898 0
Herato0701 1225000.0 1225000.0 50000 4207 0.08414 4
Herato0701 1275000.0 1275000.0 50000 1816 0.03632 3
Herato0701 1325000.0 1325000.0 50000 5515 0.1103 5
Herato0701 1375000.0 1375000.0 50000 1178 0.02356 1
Herato0701 1425000.0 1425000.0 50000 2470 0.0494 3
Herato0701 1475000.0 1475000.0 50000 8877 0.17754 8
Herato0701 1525000.0 1525000.0 50000 8512 0.17024 11
Herato0701 1575000.0 1575000.0 50000 6710 0.1342 5
Herato0701 1625000.0 1625000.0 50000 6368 0.12736 8
Herato0701 1675000.0 1675000.0 50000 8627 0.17254 4
Herato0701 1725000.0 1725000.0 50000 6468 0.12936 3
Herato0701 1775000.0 1775000.0 50000 4699 0.09398 3
Herato0701 1825000.0 1825000.0 50000 1066 0.02132 2
Herato0701 1875000.0 1875000.0 50000 2928 0.05856 1
Herato0701 1925000.0 1925000.0 50000 492 0.00984 2
Herato0701 1975000.0 1975000.0 50000 1765 0.0353 1
Herato0701 2025000.0 2025000.0 50000 2951 0.05902 7
Herato0701 2075000.0 2075000.0 50000 8432 0.16864 13
Herato0701 2125000.0 2125000.0 50000 6413 0.12826 6
Herato0701 2175000.0 2175000.0 50000 10254 0.20508 4
Herato0701 2225000.0 2225000.0 50000 5538 0.11076 2
Herato0701 2275000.0 2275000.0 50000 5251 0.10502 4
Herato0701 2325000.0 2325000.0 50000 4940 0.0988 1
Herato0701 2375000.0 2375000.0 50000 7052 0.14104 1
Herato0701 2425000.0 2425000.0 50000 8680 0.1736 2
Herato0701 2475000.0 2475000.0 50000 3475 0.0695 2
Herato0701 2525000.0 2525000.0 50000 5702 0.11404 1
Herato0701 2575000.0 2575000.0 50000 1735 0.0347 0
Herato0701 2625000.0 2625000.0 50000 214 0.00428 1
Herato0701 2675000.0 2675000.0 50000 686 0.01372 1
Herato0701 2725000.0 2725000.0 50000 9007 0.18014 3
Herato0701 2775000.0 2775000.0 50000 5414 0.10828 3
Herato0701 2825000.0 2825000.0 50000 3867 0.07734 1
Herato0701 2875000.0 2875000.0 50000 5036 0.10072 3
Herato0701 2925000.0 2925000.0 50000 1356 0.02712 2
Herato0701 2975000.0 2975000.0 50000 3193 0.06386 1
Herato0701 3025000.0 3025000.0 50000 4566 0.09132 1
Herato0701 3075000.0 3075000.0 50000 1346 0.02692 1
Herato0701 3125000.0 3125000.0 50000 1015 0.0203 1
Herato0701 3175000.0 3175000.0 50000 0 0 0
Herato0701 3225000.0 3225000.0 50000 765 0.0153 0
Herato0701 3275000.0 3275000.0 50000 3322 0.06644 2
Herato0701 3325000.0 3325000.0 50000 0 0 0
Herato0701 3375000.0 3375000.0 50000 0 0 0
Herato0701 3425000.0 3425000.0 50000 0 0.0 1
Herato0701 3475000.0 3475000.0 50000 0 0 0
Herato0701 3525000.0 3525000.0 50000 4695 0.0939 2
Herato0701 3575000.0 3575000.0 50000 2999 0.05998 0
Herato0701 3625000.0 3625000.0 50000 4435 0.0887 2
Herato0701 3675000.0 3675000.0 50000 3201 0.06402 1
Herato0701 3725000.0 3725000.0 50000 9261 0.18522 4
Herato0701 3775000.0 3775000.0 50000 11676 0.23352 2
Herato0701 3825000.0 3825000.0 50000 4800 0.096 2
Herato0701 3875000.0 3875000.0 50000 4009 0.08018 1
Herato0701 3925000.0 3925000.0 50000 141 0.00282 0
Herato0701 3975000.0 3975000.0 50000 9565 0.1913 2
Herato0701 4025000.0 4025000.0 50000 5425 0.1085 2
Herato0701 4075000.0 4075000.0 50000 5832 0.11664 5
Herato0701 4125000.0 4125000.0 50000 5587 0.11174 3
Herato0701 4175000.0 4175000.0 50000 4463 0.08926 3
Herato0701 4225000.0 4225000.0 50000 4775 0.0955 2
Herato0701 4275000.0 4275000.0 50000 5123 0.10246 3
Herato0701 4325000.0 4325000.0 50000 6523 0.13046 3
Herato0701 4375000.0 4375000.0 50000 7344 0.14688 3
Herato0701 4425000.0 4425000.0 50000 5885 0.1177 7
Herato0701 4475000.0 4475000.0 50000 8061 0.16122 2
Herato0701 4525000.0 4525000.0 50000 1481 0.02962 1
Herato0701 4575000.0 4575000.0 50000 371 0.00742 1
Herato0701 4625000.0 4625000.0 50000 2414 0.04828 1
Herato0701 4675000.0 4675000.0 50000 1097 0.02194 0
Herato0701 4725000.0 4725000.0 50000 1871 0.03742 1
Herato0701 4775000.0 4775000.0 50000 5234 0.10468 4
Herato0701 4825000.0 4825000.0 50000 3508 0.07016 3
Herato0701 4875000.0 4875000.0 50000 2794 0.05588 4
Herato0701 4925000.0 4925000.0 50000 3989 0.07978 2
Herato0701 4975000.0 4975000.0 50000 9396 0.18792 1
Herato0701 5025000.0 5025000.0 50000 9512 0.19024 3
Herato0701 5075000.0 5075000.0 50000 673 0.01346 1
Herato0701 5125000.0 5125000.0 50000 3185 0.0637 0
Herato0701 5175000.0 5175000.0 50000 0 0 0
Herato0701 5225000.0 5225000.0 50000 284 0.00568 1
Herato0701 5275000.0 5275000.0 50000 6376 0.12752 3
Herato0701 5325000.0 5325000.0 50000 8801 0.17602 4
Herato0701 5375000.0 5375000.0 50000 11240 0.2248 1
Herato0701 5425000.0 5425000.0 50000 5546 0.11092 3
Herato0701 5475000.0 5475000.0 50000 7489 0.14978 4
Herato0701 5525000.0 5525000.0 50000 9040 0.1808 4
Herato0701 5575000.0 5575000.0 50000 16613 0.33226 0
Herato0701 5625000.0 5625000.0 50000 1821 0.03642 2
Herato0701 5675000.0 5675000.0 50000 4209 0.08418 4
Herato0701 5725000.0 5725000.0 50000 8949 0.17898 3
Herato0701 5775000.0 5775000.0 50000 1503 0.03006 1
Herato0701 5825000.0 5825000.0 50000 12052 0.24104 5
Herato0701 5875000.0 5875000.0 50000 137 0.00274 1
Herato0701 5925000.0 5925000.0 50000 962 0.01924 1
Herato0701 5975000.0 5975000.0 50000 1329 0.02658 2
Herato0701 6025000.0 6025000.0 50000 661 0.01322 0
Herato0701 6075000.0 6075000.0 50000 0 0 0
Herato0701 6125000.0 6125000.0 50000 8114 0.16228 2
Herato0701 6175000.0 6175000.0 50000 5307 0.10614 0
Herato0701 6225000.0 6225000.0 50000 686 0.01372 1
Herato0701 6275000.0 6275000.0 50000 0 0.0 1
Herato0701 6325000.0 6325000.0 50000 316 0.00632 1
Herato0701 6375000.0 6375000.0 50000 5955 0.1191 1
Herato0701 6425000.0 6425000.0 50000 0 0 0
Herato0701 6475000.0 6475000.0 50000 1469 0.02938 2
Herato0701 6525000.0 6525000.0 50000 6438 0.12876 2
Herato0701 6575000.0 6575000.0 50000 257 0.00514 0
Herato0701 6625000.0 6625000.0 50000 3876 0.07752 4
Herato0701 6675000.0 6675000.0 50000 14214 0.28428 10
Herato0701 6725000.0 6725000.0 50000 3713 0.07426 3
Herato0701 6775000.0 6775000.0 50000 0 0.0 1
Herato0701 6825000.0 6825000.0 50000 695 0.0139 2
Herato0701 6875000.0 6875000.0 50000 482 0.00964 1
Herato0701 6925000.0 6925000.0 50000 3858 0.07716 3
Herato0701 6975000.0 6975000.0 50000 5638 0.11276 2
Herato0701 7025000.0 7025000.0 50000 2387 0.04774 1
Herato0701 7075000.0 7075000.0 50000 9920 0.1984 5
Herato0701 7125000.0 7125000.0 50000 7904 0.15808 3
Herato0701 7175000.0 7175000.0 50000 6461 0.12922 1
Herato0701 7225000.0 7225000.0 50000 1420 0.0284 0
Herato0701 7275000.0 7275000.0 50000 1833 0.03666 1
Herato0701 7325000.0 7325000.0 50000 3397 0.06794 3
Herato0701 7375000.0 7375000.0 50000 3357 0.06714 0
Herato0701 7425000.0 7425000.0 50000 4575 0.0915 5
Herato0701 7475000.0 7475000.0 50000 2056 0.04112 5
Herato0701 7525000.0 7525000.0 50000 4450 0.089 2
Herato0701 7575000.0 7575000.0 50000 14424 0.28848 6
Herato0701 7625000.0 7625000.0 50000 4629 0.09258 1
Herato0701 7675000.0 7675000.0 50000 10798 0.21596 7
Herato0701 7725000.0 7725000.0 50000 2038 0.04076 1
Herato0701 7775000.0 7775000.0 50000 1322 0.02644 1
Herato0701 7825000.0 7825000.0 50000 0 0 0
Herato0701 7875000.0 7875000.0 50000 4031 0.08062 3
Herato0701 7925000.0 7925000.0 50000 6207 0.12414 3
Herato0701 7975000.0 7975000.0 50000 3041 0.06082 0
Herato0701 8025000.0 8025000.0 50000 2635 0.0527 1
Herato0701 8075000.0 8075000.0 50000 0 0 0
Herato0701 8125000.0 8125000.0 50000 5163 0.10326 1
Herato0701 8175000.0 8175000.0 50000 6713 0.13426 3
Herato0701 8225000.0 8225000.0 50000 1930 0.0386 1
Herato0701 8275000.0 8275000.0 50000 292 0.00584 0
Herato0701 8325000.0 8325000.0 50000 8239 0.16478 3
Herato0701 8375000.0 8375000.0 50000 1818 0.03636 1
Herato0701 8425000.0 8425000.0 50000 486 0.00972 1
Herato0701 8475000.0 8475000.0 50000 3681 0.07362 2
Herato0701 8525000.0 8525000.0 50000 0 0 0
Herato0701 8575000.0 8575000.0 50000 0 0 0
Herato0701 8625000.0 8625000.0 50000 0 0 0
Herato0701 8675000.0 8675000.0 50000 0 0 0
Herato0701 8725000.0 8725000.0 50000 134 0.00268 1
Herato0701 8775000.0 8775000.0 50000 4128 0.08256 0
Herato0701 8825000.0 8825000.0 50000 0 0 0
Herato0701 8875000.0 8875000.0 50000 0 0 0
Herato0701 8925000.0 8925000.0 50000 0 0 0
Herato0701 8975000.0 8975000.0 50000 0 0 0
Herato0701 9025000.0 9025000.0 50000 6139 0.12278 3
Herato0701 9075000.0 9075000.0 50000 13094 0.26188 6
Herato0701 9125000.0 9125000.0 50000 11102 0.22204 5
Herato0701 9175000.0 9175000.0 50000 0 0 0
Herato0701 9225000.0 9225000.0 50000 0 0 0
Herato0701 9275000.0 9275000.0 50000 0 0 0
Herato0701 9325000.0 9325000.0 50000 2039 0.04078 3
Herato0701 9375000.0 9375000.0 50000 4270 0.0854 2
Herato0701 9425000.0 9425000.0 50000 6069 0.12138 2
Herato0701 9475000.0 9475000.0 50000 4338 0.08676 2
Herato0701 9525000.0 9525000.0 50000 730 0.0146 1
Herato0701 9575000.0 9575000.0 50000 0 0 0
